time,rawAngle,baseAngle,tremor,envelope,torque,wfeDisp,centeredTorque
0.409072,137,137,-0.0033276642195544507,110,151,130,151
0.410116,137,137,-0.0035588343730874944,110,151,130,151
0.41116,137,137,-0.0037605466221527703,110,151,130,151
0.412203,137,137,-0.003930804406256607,110,151,129,151
0.413247,137,137,-0.0040696110033360605,110,151,129,151
0.41429,137,137,-0.004174969529744558,110,151,128,151
0.415334,137,137,-0.004245882940288398,110,151,128,151
0.416377,137,137,-0.004283354028346472,110,151,127,151
0.417421,137,137,-0.004286385426060661,110,151,126,151
0.418464,137,137,-0.004254979604583376,110,151,126,151
0.419508,137,137,-0.004190138874400571,110,151,125,151
0.420552,137,137,-0.004092865385727392,110,151,125,151
0.421595,137,137,-0.003963161128965477,110,151,125,151
0.422639,137,137,-0.0038030279352294343,110,151,124,151
0.423682,137,137,-0.003614467476937447,110,151,124,151
0.424726,137,137,-0.0034014812684647036,110,151,123,151
0.425769,137,137,-0.003165070666871238,110,151,123,151
0.426813,137,137,-0.002910236872686264,110,151,123,151
0.427856,137,137,-0.002640980930753751,110,151,123,151
0.4289,137,137,-0.0023593037311357696,110,151,123,151
0.429943,137,137,-0.0020712060100734403,110,151,123,151
0.430987,137,137,-0.0017816883510193824,110,151,123,151
0.432031,137,137,-0.0014947511857071692,110,151,123,151
0.433074,137,137,-0.0012143947952980324,110,151,123,151
0.434118,137,137,-0.0009466193115565283,110,151,124,151
0.435161,137,137,-0.0006954247180997954,110,151,124,151
0.436205,137,137,-0.0004658108516836693,110,151,124,151
0.437248,137,137,-0.0002607774035346842,110,151,125,151
0.438292,138,137,-8.232392074779376e-05,110,151,125,151
0.439335,138,137,6.655019229743082e-05,110,151,126,151
0.440379,138,137,0.00018684567245723892,110,151,126,151
0.441423,138,137,0.00027956339631888464,110,151,127,151
0.442466,138,137,0.0003457043786422732,110,151,127,151
0.44351,138,137,0.0003892697707749469,110,151,128,151
0.444553,138,137,0.00041426085902393164,110,151,128,151
0.445597,138,137,0.0004236790629998432,110,151,129,151
0.44664,138,137,0.00042352593391660964,110,151,129,151
0.447684,138,137,0.0004168031528705707,110,151,130,151
0.448727,138,137,0.00040951252909130013,110,151,130,151
0.449771,138,137,0.00040265599814899084,110,151,130,151
0.450815,138,137,0.000400235620159035,110,151,131,151
0.451858,138,137,0.00040525357794407227,110,151,131,151
0.452902,138,137,0.00041871217518845794,110,151,131,151
0.453945,138,137,0.0004416138345562335,110,151,131,151
0.454989,138,137,0.00047296109580430594,110,151,131,151
0.456032,138,137,0.0005147566138577252,110,151,131,151
0.457076,138,137,0.0005640031569036203,110,151,131,151
0.458119,138,137,0.0006207036044247398,110,151,131,151
0.459163,138,137,0.0006828609452627179,110,151,131,151
0.460207,138,137,0.0007484782756394436,110,151,131,151
0.46125,138,137,0.0008155587971804892,110,151,130,151
0.462294,138,137,0.0008791058149482957,110,151,130,151
0.463337,138,137,0.0009391227354364236,110,151,130,151
0.464381,138,137,0.0009896130645830417,110,151,130,151
0.465424,138,137,0.0010285804057642456,110,151,129,151
0.466468,138,137,0.0010540284577927864,110,151,129,151
0.467511,138,137,0.0010619610129235517,110,151,129,151
0.468555,138,137,0.0010513819548500505,110,151,128,151
0.469598,138,137,0.001022295256708725,110,151,128,151
0.470642,138,137,0.0009757049790809514,110,151,128,151
0.471686,138,137,0.0009126152680015972,110,151,128,151
0.472729,138,137,0.0008370303529825961,110,151,127,151
0.473773,138,137,0.0007529545450343458,110,151,127,151
0.474816,138,137,0.0006673922347074844,110,151,127,151
0.47586,138,137,0.0005843478901339834,110,151,127,151
0.476903,138,137,0.0005118260550800387,110,151,126,151
0.477947,138,137,0.00045383134702405584,110,151,126,151
0.47899,138,137,0.00041736845523666075,110,151,126,151
0.480034,138,137,0.00040644213888229024,110,151,126,151
0.481078,138,137,0.0004220572251282703,110,151,126,151
0.482121,138,137,0.0004662186072835233,110,151,126,151
0.483165,138,137,0.0005399312429538071,110,151,125,151
0.484208,138,137,0.0006402001522069876,110,151,125,151
0.485252,138,137,0.0007660304157772295,110,151,125,151
0.486295,138,137,0.0009124271732804984,110,151,125,151
0.487339,138,137,0.0010763956214520707,110,151,125,151
0.488382,138,137,0.001253941012419977,110,151,124,151
0.489426,138,137,0.001440068651983395,110,151,124,151
0.49047,138,137,0.001630783897945686,110,151,124,151
0.491513,138,137,0.0018230921584616842,110,151,124,151
0.492557,138,137,0.0020109988904147454,110,151,124,151
0.4936,138,137,0.002191509597820851,110,151,123,151
0.494644,138,137,0.0023626298302732384,110,151,123,151
0.495687,138,137,0.0025193651814071614,110,151,123,151
0.496731,138,137,0.002660721287410044,110,151,123,151
0.497774,138,137,0.002784703825549923,110,151,123,151
0.498818,138,137,0.002888318512757307,110,151,123,151
0.499861,138,137,0.002971571104225769,110,151,123,151
0.500905,138,137,0.003034467392061157,110,151,123,151
0.501949,138,137,0.003077013203964232,110,151,123,151
0.502992,138,137,0.003099214401950231,110,151,123,151
0.504036,138,137,0.0031020768811062718,110,151,123,151
0.505079,138,137,0.0030866065683850547,110,151,123,151
0.506123,138,137,0.0030538094214404413,110,151,123,151
0.507166,138,137,0.003005691427494521,110,151,123,151
0.50821,138,137,0.002942258602254763,110,151,123,151
0.509253,138,137,0.0028655169888564176,110,151,123,151
0.510297,138,137,0.0027784726568601975,110,151,124,151
0.511341,138,137,0.002682131701277772,110,151,124,151
0.512384,138,137,0.0025775002416449215,110,151,124,151
0.513428,138,137,0.002468584421128243,110,151,124,151
0.514471,138,137,0.002356390405664086,110,151,124,151
0.515515,138,137,0.002242924383150498,110,151,124,151
0.516558,138,137,0.0021311925626716446,110,151,124,151
0.517602,138,137,0.0020222011737528398,110,151,123,151
0.518645,138,137,0.001916956465670595,110,151,123,151
0.519689,138,137,0.0018144647067720905,110,151,123,151
0.520733,138,137,0.0017167321838652552,110,151,123,151
0.521776,138,137,0.0016207652016182158,110,151,123,151
0.52282,138,137,0.001524570082010291,110,151,122,151
0.523863,138,137,0.0014281531638142223,110,151,122,151
0.524907,138,137,0.0013285208021012237,110,151,122,151
0.52595,138,137,0.0012216793677993095,110,151,121,151
0.526994,138,137,0.0011076352472585214,110,151,121,151
